"filename", "language", "JSON", "JSON with Comments", "Less", "TypeScript", "HTML", "Markdown", "CSS", "JavaScript", "YAML", "comment", "blank", "total"
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\breadcrumb\breadcrumb.component.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 6, 29
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\button\button.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\button\button.component.html", "HTML", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 13
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\button\button.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 5, 22
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\button\button.component.ts", "TypeScript", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 4, 45
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\checked-icon\checked-icon.component.html", "HTML", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 1, 22
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\checked-icon\checked-icon.component.less", "Less", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\checked-icon\checked-icon.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\checked-icon\checked-icon.component.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\components.module.ts", "TypeScript", 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 3, 126
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\empty\empty.component.html", "HTML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\empty\empty.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\empty\empty.component.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\file-info\file-info.component.html", "HTML", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 28
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\file-info\file-info.component.less", "Less", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 3, 28
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\file-info\file-info.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\file-info\file-info.component.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 2, 17
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\footer\footer.component.html", "HTML", 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 4, 76
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\footer\footer.component.less", "Less", 0, 0, 192, 0, 0, 0, 0, 0, 0, 7, 13, 212
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\footer\footer.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\footer\footer.component.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\header\header.component.html", "HTML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\header\header.component.less", "Less", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\header\header.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\header\header.component.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\icon-files\doc-file\doc-file.component.html", "HTML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 10
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\icon-files\doc-file\doc-file.component.less", "Less", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 1, 31
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\icon-files\doc-file\doc-file.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\icon-files\doc-file\doc-file.component.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\icon-files\exel-file\exel-file.component.html", "HTML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 10
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\icon-files\exel-file\exel-file.component.less", "Less", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 1, 31
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\icon-files\exel-file\exel-file.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\icon-files\exel-file\exel-file.component.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\icon-files\none-file\none-file.component.html", "HTML", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 15
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\icon-files\none-file\none-file.component.less", "Less", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\icon-files\none-file\none-file.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\icon-files\none-file\none-file.component.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\icon-files\pdf-file\pdf-file.component.html", "HTML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 10
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\icon-files\pdf-file\pdf-file.component.less", "Less", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 1, 31
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\icon-files\pdf-file\pdf-file.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\icon-files\pdf-file\pdf-file.component.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\info-text\info-text.component.html", "HTML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\info-text\info-text.component.less", "Less", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\info-text\info-text.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\info-text\info-text.component.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 5, 15
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\input-text\input-text.component.html", "HTML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\input-text\input-text.component.less", "Less", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\input-text\input-text.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\input-text\input-text.component.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\loading\loading.component.html", "HTML", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\loading\loading.component.less", "Less", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\loading\loading.component.spec.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 26
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\loading\loading.component.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 5, 16
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\message-icon\message-icon.component.html", "HTML", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 1, 20
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\message-icon\message-icon.component.less", "Less", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 5, 21
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\message-icon\message-icon.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\message-icon\message-icon.component.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\no-result\no-result.component.html", "HTML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\no-result\no-result.component.less", "Less", 0, 0, 68, 0, 0, 0, 0, 0, 0, 8, 11, 87
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\no-result\no-result.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\no-result\no-result.component.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\pagination\pagination.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\pagination\pagination.component.ts", "TypeScript", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 2, 38
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\plus-icon\plus-icon.component.html", "HTML", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 1, 22
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\plus-icon\plus-icon.component.less", "Less", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\plus-icon\plus-icon.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\plus-icon\plus-icon.component.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\schedule-card\schedule-card.component.html", "HTML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 13
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\schedule-card\schedule-card.component.less", "Less", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\schedule-card\schedule-card.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\schedule-card\schedule-card.component.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 26
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\select\select.component.html", "HTML", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\select\select.component.less", "Less", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\select\select.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\select\select.component.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 21
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\textavatar\textavatar.component.css", "CSS", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 8
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\textavatar\textavatar.component.html", "HTML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 10, 2, 19
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\textavatar\textavatar.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 5, 23
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\textavatar\textavatar.component.ts", "TypeScript", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 2, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\video-player-icon\video-player-icon.component.html", "HTML", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 18
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\video-player-icon\video-player-icon.component.less", "Less", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\video-player-icon\video-player-icon.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\video-player-icon\video-player-icon.component.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\warning-icon\warning-icon.component.html", "HTML", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 16
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\warning-icon\warning-icon.component.less", "Less", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 19
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\warning-icon\warning-icon.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\do-an-tot-nghiep\DATN\src\app\shared\components\warning-icon\warning-icon.component.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"d:\do-an-tot-nghiep\DATN\src\app\shared\exception\403.component.ts", "TypeScript", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"d:\do-an-tot-nghiep\DATN\src\app\shared\exception\403.css", "CSS", 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 10, 97
"d:\do-an-tot-nghiep\DATN\src\app\shared\exception\403.html", "HTML", 0, 0, 0, 0, 1018, 0, 0, 0, 0, 0, 1, 1019
"d:\do-an-tot-nghiep\DATN\src\app\shared\exception\404.component.ts", "TypeScript", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"d:\do-an-tot-nghiep\DATN\src\app\shared\exception\404.css", "CSS", 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 10, 97
"d:\do-an-tot-nghiep\DATN\src\app\shared\exception\404.html", "HTML", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 2, 45
"d:\do-an-tot-nghiep\DATN\src\app\shared\exception\500.component.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"d:\do-an-tot-nghiep\DATN\src\app\shared\exception\500.html", "HTML", 0, 0, 0, 0, 295, 0, 0, 0, 0, 0, 1, 296
"d:\do-an-tot-nghiep\DATN\src\app\shared\exception\exception-routing.module.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 4, 19
"d:\do-an-tot-nghiep\DATN\src\app\shared\exception\exception.module.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 4, 18
"d:\do-an-tot-nghiep\DATN\src\assets\provinces.json", "JSON", 577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 578
"d:\do-an-tot-nghiep\DATN\src\constants\index.ts", "TypeScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3
"d:\do-an-tot-nghiep\DATN\src\environments\environment.prod.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 7, 1, 18
"d:\do-an-tot-nghiep\DATN\src\environments\environment.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 11, 3, 24
"d:\do-an-tot-nghiep\DATN\src\helper\globals.d.ts", "TypeScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"d:\do-an-tot-nghiep\DATN\src\index.html", "HTML", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 5, 41
"d:\do-an-tot-nghiep\DATN\src\main.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 4, 13
"d:\do-an-tot-nghiep\DATN\src\polyfills.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 47, 6, 55
"d:\do-an-tot-nghiep\DATN\src\proxy.conf.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\do-an-tot-nghiep\DATN\src\styles.less", "Less", 0, 0, 142, 0, 0, 0, 0, 0, 0, 21, 42, 205
"d:\do-an-tot-nghiep\DATN\src\test.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 4, 5, 27
"d:\do-an-tot-nghiep\DATN\tsconfig.app.json", "JSON", 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 16
"d:\do-an-tot-nghiep\DATN\tsconfig.json", "JSON with Comments", 0, 33, 0, 0, 0, 0, 0, 0, 0, 1, 1, 35
"d:\do-an-tot-nghiep\DATN\tsconfig.spec.json", "JSON", 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 19
"Total", "-", 14805, 33, 3556, 10589, 5805, 10, 180, 37, 32, 760, 2211, 38018
